text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti,processed_text
Friend I dont know what is going on with you for I hear of what is going on but i have not hear any news about you. I hear what happen Carrefour and petion-Ville,18-01-2010,"Kamarad, mwen pa konn sak pase ou menn. paske mwen pa pran nouvel ou. Mwen tande sak pase Kafou, Delma ak Petyon Vil. Mwen pa konn si lot kamarad yo vik",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friend dont know what is going on with you for hear of what is going on but have not hear any news about you hear what happen carrefour and petion ville
"i'm asking for help to this valley especially Santo, Sath, B",18-01-2010,"MWEN MANDE POU D YO RIVE NAN PLENN NAN TOU SI TOU NAN SANTO, SATH, B",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, asking for help to this valley especially santo sath 
"We have a big problem in Jacmel, we left Port-au-Prince without food, clothes and money. we are really in a critical situation.",18-01-2010,"Nou gen gwo pwoblem nan jakmel, espesyalman nan kok chant paske nou siti potopwens san rad, san manje, san kob. nou vrman nan yon siyasyon tre kritik. nou ta",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we have big problem in jacmel we left port au prince without food clothes and money we are really in critical situation 
We would like to receive some help in the Section Communale. There is a lot of violence.,18-01-2010,renmen pou yo ta fe yon bagay pou nou nan seksyon kominal yo. se te Bichet depi kek chant.,direct,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we would like to receive some help in the section communale there is lot of violence 
I would like to know how food is distributed.,18-01-2010,J aimerais savoir les piste de distribution.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like to know how food is distributed 
I can play carnaval Anbasad Camp there I think this is a simple comment about a creole rap group - Anbasad Camp. Does not refer to location or read as a cry for help. TK,18-01-2010,M ka jwen kanaval anbasad camp lan,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, can play carnaval anbasad camp there think this is simple comment about creole rap group anbasad camp does not refer to location or read as cry for help tk
ples give us cell cards ( cell phone minuts ) we cannot find cell phone cards to buy,18-01-2010,Vou kat pou mwen mesi davance digi pake nou pa ka jenn kat achete.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ples give us cell cards cell phone minuts we cannot find cell phone cards to buy
"Please we need help, food and toiletries.",18-01-2010,KI KRAZE. TAMPRI NOU BEZWEN ED MANJE AK ATIK POU TWALFT ELATRYE. D,direct,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,please we need help food and toiletries 
"food water mediacation, we dont have tents to protect our selves, i am using my cistern. lovation not provided",18-01-2010,"e, dlo, medikaman, n pa gen tant pou protegenn kont soley ak lapli. Genyen anpil lot fanmi ki afekte m pa konnen effectif la vrman. tanpri si n resevwa me",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,food water mediacation we dont have tents to protect our selves am using my cistern lovation not provided
good people help us. god bless you and us too,18-01-2010,saj sa ede nou. God bless you and us too.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good people help us god bless you and us too
"The ADJS group house in Jacmel. They are talking with people in the southeast. There are a lot of victims and people suffering, especially in Jacmel. Something about an entire house collapsing. The road sot pop in Jacmel is cut off.",18-01-2010,"Gwoup, AJDS kay jakmel, pa dande nou pale d sides ditou, nou viktim anpil, sitou vil jakmel gaya pa ret kay ank kay jakmel rout sot pop, a jakmel la koupe",direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the adjs group house in jacmel they are talking with people in the southeast there are lot of victims and people suffering especially in jacmel something about an entire house collapsing the road sot pop in jacmel is cut off 
This is a request that the aid services not forget the south-east region because there are a lot of victims and people suffering there. A number is given.,18-01-2010,nap mande poun pa bliye sides la paske nou viktim anpil. 6515O96,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this is request that the aid services not forget the south east region because there are lot of victims and people suffering there number is given 
Where can people in Fort Mercredi can find food and water?,18-01-2010,ki kote mounn fort mercredi ka jwenn dlo ak manje?,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,where can people in fort mercredi can find food and water 
whos next to fort mercredi i would like food and water please,18-01-2010,KI KOTE MOUNN FORT MERCREDI KA JWENN DLO AK MANJE. PLEASE,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,whos next to fort mercredi would like food and water please
The wounded in the Saint Michely hospital have no medicine. (This looks like part of a message that got cut off),18-01-2010,"kiblese yo, nan lakou lopital saint michel yo pagen medikaman, yap m",direct,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the wounded in the saint michely hospital have no medicine this looks like part of message that got cut off 
"We are about 500 people. We're in Martissant 23, Village Dantes. God bless you.",18-01-2010,"onn effectif la pou zonn nan men nou ka anviron 500. Tanpri eden nou nan martisan 23, village dantes. God bless you and us.",direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are about people we are in martissant village dantes god bless you 
"Digicel let me go through, it's an emergency",18-01-2010,D. igicel kitem pase se yon urgeence,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,digicel let me go through it an emergency
Where can I find Capital Bank please?,18-01-2010,ki adres nou ka jwenn kapital bank silvouple,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,where can find capital bank please 
We are in Plaine du Cul-de-sac. Where's the nearest food distribution?,18-01-2010,Nou laplan di kildesak ki ba yap bay dlo ak manje.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we are in plaine du cul de sac where the nearest food distribution 
I am listening to Radio Dabon. We need help and doctors in that area. We are unable to move around because we have no gas. Dabon is located close to Leogane.,18-01-2010,"Map koute radyo Dabon, map made s. o. s poun ka jwenn dokt nan zon sa yo paske mwayen deplasman difisil paske pa gen gaz.",direct,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0, am listening to radio dabon we need help and doctors in that area we are unable to move around because we have no gas dabon is located close to leogane 
"The message might be saying that they have been stuck in the presidential palace ( pal ) since the same Tuesday ( as the quake ). They need water. The message says they are not finding a little water. No names, no number of people given.",18-01-2010,Bonjou nou nan paldela depi madi menm yon ti dlo nou pa jwenn,direct,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,the message might be saying that they have been stuck in the presidential palace pal since the same tuesday as the quake they need water the message says they are not finding little water no names no number of people given 
"URGENT ACTION NEEDED --this is follow up from previous SMS in regards to possible delivery... possible to deliver my baby in an other country, does not matter what it is..",18-01-2010,sible de faciliter mon accouchement dans un autre pays n importe lequel,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,urgent action needed this is follow up from previous sms in regards to possible delivery possible to deliver my baby in an other country does not matter what it is 
Please add airtime on my phone. Thanks,18-01-2010,mete kat sou telefon mwen. Mesi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,please add airtime on my phone thanks
"We are in dire need of food, water and temporary shelter. We need to know where we can get supplies. We are located in Frere Boukan, La plaine.",18-01-2010,Nou pa gen manje Dlo ak abri pwovizwa nou bezyen konnen ki kote nap jwen n adres nou se wout de fr boukan lapli.,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are in dire need of food water and temporary shelter we need to know where we can get supplies we are located in frere boukan la plaine 
"The road is damaged and there is no gas, would like to find a motocycle. It costs 500 to go to Port-au-Prince. No one has any money.",18-01-2010,Wout la koupe pa gen gaz siw ta jwen yon moto potew metew pop se 5OO epi moun yo pa gen mwayen nan men yo.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,the road is damaged and there is no gas would like to find motocycle it costs to go to port au prince no one has any money 
I woul like to know if aide is only available in pap as the provinces where badly hit as well,18-01-2010,Sivouple mwen tarenmen konnen eske ed yo sepou selman potoprens yo ye?paske andey yo fwape tou,direct,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0, woul like to know if aide is only available in pap as the provinces where badly hit as well
We have a factory that is on FIRE on road to the airport near Sogebank. It's starting to burn several nearby houses with documents left in them. Please come and help us!!!,18-01-2010,Nou gen yon faktori ki pran dif sou wout aerop a b sogebank la li komanse boule tout dokiman ki te rete nan plizy kay yo. tanpri vinn di nou.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,we have factory that is on fire on road to the airport near sogebank it starting to burn several nearby houses with documents left in them please come and help us 
"Good morning Radio One, there are a lot of victims in Fonds Verettes with no one to speak for us",18-01-2010,Bonjou RADIO ONE kom nou gen anpil moun Fon vrt ki viktim men ou konnen se Majistra a ki ta pou f vwa pap la pase men li pat konn abitye fe sa men ant,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,good morning radio one there are lot of victims in fonds verettes with no one to speak for us
Can you contact a post radio station for us because w do not have any representatives for any assistance in F V R T.,18-01-2010,ouka staf radio a sa nan men nou paske nou pagen reprezantan ditou nan F. vrt.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,can you contact post radio station for us because do not have any representatives for any assistance in 
"Our area, because we are in an area that has many victims with no help.",18-01-2010,ZONE SA PASKE NOU FE PATI ZONE KI PLIS VIKTIM YO E NOU PA JWEN ED A,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,our area because we are in an area that has many victims with no help 
"I am in Petion Ville, in b. .. incomprehensible, we have no water, there is nothing, there is no money. What is being given in Petion Ville and where?",18-01-2010,"Mwen petion ville nan bte, nou pa gen dlo, pa gen anyen, pa gen lajan. Kisa kap bay nan petion ville la e ki kote?",direct,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0, am in petion ville in incomprehensible we have no water there is nothing there is no money what is being given in petion ville and where 
City that i'm near is Port-au Prince for me 'm at Titanyen,18-01-2010,Vil ki pi pwoch mwen se pa o prens. mwen titanyen.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,city that near is port au prince for me at titanyen
We are a group of police and we found a kid on road 10? st anne please send rescue,18-01-2010,Nou se yon gwoup polisye gen yon ti moun ki vivan nan ri di sant bo legliz st anne voye sekou pou li,direct,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are group of police and we found kid on road st anne please send rescue
"Dans la zone de Saint Etienne la route de Jacmel est bloqu, il est trsdifficile de se rendre  Jacmel",18-01-2010,Nan zon st. etine rout jakmel la bloke se mize pr nou al jakmel,direct,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dans la zone de saint etienne la route de jacmel est bloqu il est trsdifficile de se rendre jacmel
"We are hungry, we are in the streets. We were robbed we are currently in Vivi Mitchell, Route Freres",18-01-2010,"NOU GRANGOU, NOU NAN LA RI. VL VIN SOU NOU. ROUTE FRERE, VIVI MITC",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are hungry we are in the streets we were robbed we are currently in vivi mitchell route freres
"I don't know Rue du Muguet, Route de Desprez 7. Is there another location on the Airport Road?",18-01-2010,"Mwen pa konnen rue du muguet, route de desprez 7 la. eske pa gen yon lot adres sou wout aeroport la.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, don know rue du muguet route de desprez is there another location on the airport road 
We live in La Pleine. Since Tuesday we've been sleeping on the street. Hunger is killing us.,18-01-2010,"NOU ABITE LAPLN, DEPI MADI A SE NAN LARI NAP DOMI GRANGOU AP TIYE",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we live in la pleine since tuesday we have been sleeping on the street hunger is killing us 
"We live in La plaine, we've sleeping in the streets since tuesday. Our house is destroyed. We are dying of thirst and hunger. we can't take this anymore. we'd like to know when the help is coming.",18-01-2010,"Nou abite laplan depi madi a se nan lari nap demi, kay nou kraze, grangou ak swaf ap tiye nou, nou pa kapab ank, Nou ta renmen konnen kil d yo ap komanse",direct,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,we live in la plaine we have sleeping in the streets since tuesday our house is destroyed we are dying of thirst and hunger we can take this anymore we like to know when the help is coming 
I am in LaPleine. Precise location is Carrefour Marin.,18-01-2010,"nan laplan, presi zeman nan marin. Mesi",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am in lapleine precise location is carrefour marin 
There's a fire at the Perpetuel Secours Church. Please send firefighters.,18-01-2010,"Legliz Perptuel sou bl fok pran dife, voye ponpie pou zon bl.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,there fire at the perpetuel secours church please send firefighters 
"I am from Anse a pitree my house which was in Delmas 32 was destroyed with everything I had inside. I went back to my hometown of Anse a pitrea. I would like to know how to get some help, because I have absolutely nothing!",18-01-2010,MWen se moun ans a pitre men mwen gen kay delmas 32 ki kraze ak tout afm mwen ale nan peyim koman poum fe poum jwenn ed paskem pa gen anyen nan menm.,direct,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0, am from anse pitree my house which was in delmas was destroyed with everything had inside went back to my hometown of anse pitrea would like to know how to get some help because have absolutely nothing 
"We need food, medicine at lilovois 47 Monarque.",18-01-2010,F nou d manje e medikaman nou nan lilovois 47 Monarque P.,direct,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we need food medicine at lilovois monarque 
"We have no food and water in Santo 15. They are distributing food and water everywhere, but we need it here too",18-01-2010,"Nou gen pwoblem manje nan santo 15 ak dlo, tout kote yap fe distribisyon manje ak dlo eske nou pa sinistre tou",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we have no food and water in santo they are distributing food and water everywhere but we need it here too
"We are in Galet, we are hungry - Tabarre 41 a little further up from the american embassy.",18-01-2010,NOU NAN GALET NOUGRAN GOUT TABA 41 PIWO ANBASAD,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are in galet we are hungry tabarre little further up from the american embassy 
"We have a commitee from Santo 15 nameAjeans: Youth Association in action for a new society that was founded in September 2009, the president is..",18-01-2010,"nou gen yon komite nan santo 15 ki pote non ( ajeans : association des jeunes en action pour une nouvelle societe ) ki fome nan mwa septanb 2009, prezidan se",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we have commitee from santo nameajeans youth association in action for new society that was founded in september the president is 
There are a lot of criminals in Jacmel city. We are asking the police to come there.,18-01-2010,genyen anpil bandi ki lage nan vil jakmel nap mande pou p. n. h fe travay li,direct,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,there are lot of criminals in jacmel city we are asking the police to come there 
We are dying of hunger in Petion Ville,18-01-2010,"Nou steel pa ka jwenn manje petion ville nan bte, nap mouri wi.",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are dying of hunger in petion ville
I'm exactly at Akay in an area they name Toman 43 miles near by Kabar in a location name Kafou lachomy.,18-01-2010,Mwen egzateman akay nan yon zon yo rele toman km 43 vil ki tou prm nan se kabari nan yon katye yo rele kafou lachomy,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, exactly at akay in an area they name toman miles near by kabar in location name kafou lachomy 
What time will the American Embassy open tomorrow?,18-01-2010,A kile ambassade americain ap ouve demain?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,what time will the american embassy open tomorrow 
"We are a construction firm ( South African? ) Let us be recruited for your civilians, 2 architects - 2 stockholders? Wondering the needs of the moment.",18-01-2010,"Ns sommes une firme de construction S. A Nous recrutons 4 ingnieurs civils, 2 architectes et 2 nouveaux actionnaires pr repondre aux besoins du moment.",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we are construction firm south african let us be recruited for your civilians architects stockholders wondering the needs of the moment 
