text,date,processed_text
Look at this damage in Japan. Terrible way to start 2024  #japan #earthquake #tsunami,Jan-01,look at this damage in japan terrible way to start japan earthquake tsunami
"2024-01-01 M7.5 42 km NE of Anamizu, Japan #earthquake recorded in #Scotland & #Stornoway + historical seismicity & cross section.  Dist.: 8848.3km Travel Time: 12m 7.3s Depth: 10.0km  #Python  @raspishake   @matplotlib  #CitizenScience",Jan-01, km ne of anamizu japan earthquake recorded in scotland stornoway historical seismicity cross section dist km travel time depth km python citizenscience
"Damn, an earthquake and a tsunami for Japan.  What a shit start to 2024. Life can be cruel. Thoughts are with those affected",Jan-01,damn an earthquake and tsunami for japan what shit start to life can be cruel thoughts are with those affected
2024 just started and earthquake has hit Japan,Jan-01, just started and earthquake has hit japan
2024 already starting off horrible. An major earthquake already in Japan...come on.,Jan-01, already starting off horrible an major earthquake already in japan come on 
" Images broadcast on Japanese television show a major fire blazing in Wajima city that engulfed a row of houses with people being evacuated in the cold, dark winter night after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time… Show more",Jan-01, images broadcast on japanese television show major fire blazing in wajima city that engulfed row of houses with people being evacuated in the cold dark winter night after magnitude earthquake hit km north east of anamizu japan january local time show more
"It’s the start of 2024, and a massive earthquake hit Japan . Very much heart wrenching, our heartedly prayers from Pakistan  goes to the people of Japan . Hope they are well, and May Allah show mercy over them. Ameen .  #Babarazam #Japan #earthquake",Jan-01,it the start of and massive earthquake hit japan very much heart wrenching our heartedly prayers from pakistan goes to the people of japan hope they are well and may allah show mercy over them ameen babarazam japan earthquake
सरकार किसी की भी हो लेकिन गुरूजी  के जीवन मे हमेशा राजयोग है   #NewYear  #HappyNewYear   Unknown men Starting 2024 #2024NewYear  #earthquake  #JapanEarthquake  #Japan  #latelate  #Neukoelln  #SongOfTheYear2023  #TerremotoJapón  #NarendraModi  Diwali,Jan-01,सरक र क स क भ ह ल क न ग र ज क ज वन म हम श र जय ग ह newyear happynewyear unknown men starting newyear earthquake japanearthquake japan latelate neukoelln songoftheyear terremotojapón narendramodi diwali
Happy New Year! The first day of 2024 and Japan has a 7.4 earthquake   Buckle up!,Jan-01,happy new year the first day of and japan has earthquake buckle up 
"Aftermath footage of the damage caused on the Noto-Satoyama Kaidō expressway in Ishikawa after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #Tsunami",Jan-01,aftermath footage of the damage caused on the noto satoyama kaidō expressway in ishikawa after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami
I Pray 2024 Of The Year I Perform  Umrah And Hajj  Say Ameen  #خواتین_کی_بےحرمتی_نامنظور  #earthquake #ซีนุนิวเคานต์ดาวน์ไอคอนสยาม #Japan #latelate #津波警報 地震大丈夫 緊急地震速報 日本海側 新年早々 東日本大震災 初日の出 初日の出,Jan-01, pray of the year perform umrah and hajj say ameen خواتین_کی_بےحرمتی_نامنظور earthquake ซ น น วเคานต ดาวน ไอคอนสยาม japan latelate 津波警報 地震大丈夫 緊急地震速報 日本海側 新年早々 東日本大震災 初日の出 初日の出
"A 7.6 Magnitude earthquake struck Noto Peninsula of Ishikawa Prefecture, Japan in the first day of 2024.  As a result a tsunami of up to 1.2m high has been recorded in Wajima. #JapanEarthquake #earthquake",Jan-01, magnitude earthquake struck noto peninsula of ishikawa prefecture japan in the first day of as result tsunami of up to high has been recorded in wajima japanearthquake earthquake
" On 1 January 2024, 7.6 earthquake struck the Noto Peninsula in Ishikawa Prefecture, Japan, causing power and water supplies cuts, disrupting communication lines, damaging houses, causing a large fire in Wajima City, Ishikawa Prefecture. No confirmed information about casualties… Show more",Jan-01, on january earthquake struck the noto peninsula in ishikawa prefecture japan causing power and water supplies cuts disrupting communication lines damaging houses causing large fire in wajima city ishikawa prefecture no confirmed information about casualties show more
"Latest image from the Quake Feed app, shows area in Japan affected by 7.5 Earthquake and impacts of surrounding quakes. This could be the worst Earthquake event of 2024 and it’s only the 1st January.",Jan-01,latest image from the quake feed app shows area in japan affected by earthquake and impacts of surrounding quakes this could be the worst earthquake event of and it only the st january 
Look at this damage in Japan. Terrible way to start 2024 #earthquake #JapanEarthquake #japan,Jan-01,look at this damage in japan terrible way to start earthquake japanearthquake japan
Dude we’re not even 1 day in and 2024 throwing an earthquake at Japan.  I hope everyone’s okay,Jan-01,dude we re not even day in and throwing an earthquake at japan hope everyone okay
JAPAN #earthquake Jan 1st  2024,Jan-01,japan earthquake jan st 
" Premier jour de l'année 2024, premier événement majeur dans le monde avec un violent #séisme de magnitude 7.5 au centre du #Japon vers 16h locales.  Plus de 20 séismes importants et des vagues de plus d'un mètre sur les littoraux. #earthquakejapan #earthquake #tsunami #japan… Show more",Jan-01, premier jour de année premier événement majeur dans le monde avec un violent séisme de magnitude au centre du japon vers locales plus de séismes importants et des vagues de plus un mètre sur les littoraux earthquakejapan earthquake tsunami japan show more
"Aftermath footage in Kanazawa, Ishikawa Prefecture after a Magnitude 7.6 Earthquake hit 36 Km North East of Anamizu, Japan  | 1 January 2024 | 04:10 local time | #earthquake #Japan #JapanEarthquake #Tsunami",Jan-01,aftermath footage in kanazawa ishikawa prefecture after magnitude earthquake hit km north east of anamizu japan january local time earthquake japan japanearthquake tsunami
Look at this damage in Japan. Terrible way to start 2024 #earthquake #JapanEarthquake #japan,Jan-01,look at this damage in japan terrible way to start earthquake japanearthquake japan
Dude we’re not even 1 day in and 2024 throwing an earthquake at Japan.  I hope everyone’s okay,Jan-01,dude we re not even day in and throwing an earthquake at japan hope everyone okay
"7.4 earthquake in Japan, 1/1/2024",Jan-01, earthquake in japan 
Happy 2024! #ArrestedDevelopment brought it in rockin' Tokyo!   @billboardlive_t  Please . An earthquake & tsunami hit western Japan. Some AD members felt it. We're SAFE. #prayersforJapan #HNY #HipHop #hiphopsaveslives #earthquake #bulletsinthechamber,Jan-01,happy arresteddevelopment brought it in rockin tokyo please an earthquake tsunami hit western japan some ad members felt it we are safe prayersforjapan hny hiphop hiphopsaveslives earthquake bulletsinthechamber
Happy 2024! #ArrestedDevelopment brought it in rockin' Tokyo!   @billboardlive_t  Please . An earthquake & tsunami hit western Japan. Some AD members felt it. We're SAFE. #prayersforJapan #HNY #HipHop #hiphopsaveslives #earthquake #bulletsinthechamber,Jan-01,happy arresteddevelopment brought it in rockin tokyo please an earthquake tsunami hit western japan some ad members felt it we are safe prayersforjapan hny hiphop hiphopsaveslives earthquake bulletsinthechamber
A 7.6M earthquake in Japan is a heck of a way to ring in 2024.  Yikes,Jan-01, earthquake in japan is heck of way to ring in yikes
USGS map of about 20 earthquakes that have struck Japan's Noto Peninsula on Jan. 1 2024 including the 16:10 magnitude-7.6 temblor (USGS says 7.5) that struck Suzu City #quake #Japan,Jan-01,usgs map of about earthquakes that have struck japan noto peninsula on jan including the magnitude temblor usgs says that struck suzu city quake japan
not japan starting 2024 with a major earthquake and tsunami warnings,Jan-01,not japan starting with major earthquake and tsunami warnings
Look at this damage in Japan. Terrible way to start 2024  #Tsunami #earthquake #Japan,Jan-01,look at this damage in japan terrible way to start tsunami earthquake japan
